Date Time (UTC),Device,Direction,Payload,Payload (Text),Length (Bytes),Credits
03/Apr/2016 09:37:55,RockBLOCK 9139,MO,3039333732382e30302c343135332e39343736342c4e2c30303131322e39363433302c452c31302c3439342e312c312c312e34372c3531342e34352c35,093728.00,41,53.94764,N,001,12.96430,E,10,494.1,1,1.47,514.45,5,61,2
03/Apr/2016 09:35:23,RockBLOCK 9139,MO,3039333435382e30302c343135332e38333332392c4e2c30303131332e32303838302c452c31302c313135362e382c312c2d302e34372c313137322e33382c35,093458.00,41,53.83329,N,001,13.20880,E,10,1156.8,1,-0.47,1172.38,5,64,2
03/Apr/2016 09:32:55,RockBLOCK 9139,MO,3039333233332e30302c343135332e35313334342c4e2c30303131332e30343730392c452c31302c313830332e322c312c2d322e30362c313830372e35362c33,093233.00,41,53.51344,N,001,13.04709,E,10,1803.2,1,-2.06,1807.56,3,64,2
03/Apr/2016 09:30:30,RockBLOCK 9139,MO,3039333030382e30302c343135332e31373735302c4e2c30303131322e37363437352c452c31302c323432332e352c312c2d332e35332c323432382e31362c35,093008.00,41,53.17750,N,001,12.76475,E,10,2423.5,1,-3.53,2428.16,5,64,2
03/Apr/2016 09:28:05,RockBLOCK 9139,MO,3039323733392e30302c343135322e35323532312c4e2c30303131322e31313530302c452c31302c333038392e312c312c2d342e38352c333038322e33302c35,092739.00,41,52.52521,N,001,12.11500,E,10,3089.1,1,-4.85,3082.30,5,64,2
03/Apr/2016 09:25:36,RockBLOCK 9139,MO,3039323531332e30302c343135312e37363738362c4e2c30303131312e30383934362c452c31302c333832322e342c312c2d362e33332c333831352e36322c35,092513.00,41,51.76786,N,001,11.08946,E,10,3822.4,1,-6.33,3815.62,5,64,2
03/Apr/2016 09:23:10,RockBLOCK 9139,MO,3039323235322e30302c343135312e30313631372c4e2c30303131302e30393134362c452c30392c343533362e312c312c2d372e34382c343530382e36362c35,092252.00,41,51.01617,N,001,10.09146,E,09,4536.1,1,-7.48,4508.66,5,64,2
03/Apr/2016 09:20:49,RockBLOCK 9139,MO,3039323032352e30302c343134392e39353831302c4e2c30303130392e33343734302c452c30392c353238312e382c312c2d382e33382c353235302e34342c35,092025.00,41,49.95810,N,001,09.34740,E,09,5281.8,1,-8.38,5250.44,5,64,2
03/Apr/2016 09:18:22,RockBLOCK 9139,MO,3039313830312e30302c343134382e38373836312c4e2c30303130392e32363432302c452c30382c363132342e352c312c2d382e36372c363037322e34312c35,091801.00,41,48.87861,N,001,09.26420,E,08,6124.5,1,-8.67,6072.41,5,64,2
03/Apr/2016 09:15:58,RockBLOCK 9139,MO,3039313533382e30302c343134372e36383038312c4e2c30303130382e37393830382c452c30382c363936362e362c312c2d382e35332c363930322e31352c34,091538.00,41,47.68081,N,001,08.79808,E,08,6966.6,1,-8.53,6902.15,4,64,2
